TABLE_SCHEMA,TABLE_NAME,ORDINAL_POSITION,COLUMN_NAME,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH
dbo,DPO11,25,ApplVat,numeric,
dbo,DPO11,26,ApplVatFc,numeric,
dbo,DPO11,27,ApplVatSc,numeric,
dbo,DPO11,28,BaseNet,numeric,
dbo,DPO11,29,BaseNetFc,numeric,
dbo,DPO11,30,BaseNetSc,numeric,
dbo,DPO11,31,BaseVat,numeric,
dbo,DPO11,32,BaseVatFc,numeric,
dbo,DPO11,33,BaseVatSc,numeric,
dbo,DPO11,34,BaseGross,numeric,
dbo,DPO11,35,BaseGrossF,numeric,
dbo,DPO11,36,BaseGrossS,numeric,
dbo,DPO11,37,LineType,char,1
dbo,DPO11,38,DctSum,numeric,
dbo,DPO11,39,DctSumFc,numeric,
dbo,DPO11,40,DctSumSc,numeric,
dbo,DPO11,41,EqSum,numeric,
dbo,DPO11,42,EqSumFc,numeric,
dbo,DPO11,43,EqSumSc,numeric,
dbo,DPO11,44,ApplDct,numeric,
dbo,DPO11,45,ApplDctFc,numeric,
dbo,DPO11,46,ApplDctSc,numeric,
dbo,DPO11,47,ApplEq,numeric,
dbo,DPO11,48,ApplEqFc,numeric,
dbo,DPO11,49,ApplEqSc,numeric,
dbo,DPO11,50,BaseDct,numeric,
dbo,DPO11,51,BaseDctFc,numeric,
dbo,DPO11,52,BaseDctSc,numeric,
dbo,DPO11,53,BaseEq,numeric,
dbo,DPO11,54,BaseEqFc,numeric,
dbo,DPO11,55,BaseEqSc,numeric,
dbo,DPO11,56,TaxCode,nvarchar,8
dbo,DPO11,57,ApplGross,numeric,
dbo,DPO11,58,ApplGrossF,numeric,
dbo,DPO11,59,ApplGrossS,numeric,
dbo,DPO11,60,TaxAdjust,char,1
dbo,DPO12,1,DocEntry,int,
dbo,DPO12,2,TaxId0,nvarchar,100
dbo,DPO12,3,TaxId1,nvarchar,100
dbo,DPO12,4,TaxId2,nvarchar,100
dbo,DPO12,5,TaxId3,nvarchar,100
dbo,DPO12,6,TaxId4,nvarchar,100
dbo,DPO12,7,TaxId5,nvarchar,100
dbo,DPO12,8,TaxId6,nvarchar,100
dbo,DPO12,9,TaxId7,nvarchar,100
dbo,DPO12,10,TaxId8,nvarchar,100
dbo,DPO12,11,TaxId9,nvarchar,100
dbo,DPO12,12,State,nvarchar,3
dbo,DPO12,13,County,nvarchar,7
dbo,DPO12,14,Incoterms,nvarchar,3
dbo,DPO12,15,Vehicle,nvarchar,10
dbo,DPO12,16,VidState,nvarchar,3
dbo,DPO12,17,NfRef,nvarchar,254
dbo,DPO12,18,Carrier,nvarchar,15
dbo,DPO12,19,QoP,int,
dbo,DPO12,20,PackDesc,nvarchar,10
dbo,DPO12,21,Brand,nvarchar,20
dbo,DPO12,22,NoSU,int,
dbo,DPO12,23,NetWeight,numeric,
dbo,DPO12,24,GrsWeight,numeric,
dbo,DPO12,25,LogInstanc,int,
dbo,DPO12,26,ObjectType,nvarchar,20
dbo,DPO12,27,TaxId10,nvarchar,100
dbo,DPO12,28,TransCat,nvarchar,100
dbo,DPO12,29,FormNo,nvarchar,100
dbo,DPO12,30,TaxId11,nvarchar,100
dbo,DPO12,31,StreetS,nvarchar,100
dbo,DPO12,32,BlockS,nvarchar,100
dbo,DPO12,33,BuildingS,ntext,1073741823
dbo,DPO12,34,CityS,nvarchar,100
dbo,DPO12,35,ZipCodeS,nvarchar,20
dbo,DPO12,36,CountyS,nvarchar,100
dbo,DPO12,37,StateS,nvarchar,3
dbo,DPO12,38,CountryS,nvarchar,3
dbo,DPO12,39,AddrTypeS,nvarchar,100
dbo,DPO12,40,StreetNoS,nvarchar,100
dbo,DPO12,41,StreetB,nvarchar,100
dbo,DPO12,42,BlockB,nvarchar,100
dbo,DPO12,43,BuildingB,ntext,1073741823
dbo,DPO12,44,CityB,nvarchar,100
dbo,DPO12,45,ZipCodeB,nvarchar,20
dbo,DPO12,46,CountyB,nvarchar,100
dbo,DPO12,47,StateB,nvarchar,3
dbo,DPO12,48,CountryB,nvarchar,3
dbo,DPO12,49,AddrTypeB,nvarchar,100
dbo,DPO12,50,StreetNoB,nvarchar,100
dbo,DPO12,51,ImpORExp,char,1
dbo,DPO12,52,Vat,char,1
dbo,DPO12,53,AltCrdNamB,nvarchar,100
dbo,DPO12,54,AltTaxIdB,nvarchar,32
dbo,DPO12,55,Address2S,nvarchar,50
dbo,DPO12,56,Address3S,nvarchar,50
dbo,DPO12,57,Address2B,nvarchar,50
dbo,DPO12,58,Address3B,nvarchar,50
dbo,DPO12,59,MainUsage,int,
dbo,DPO12,60,GlbLocNumS,nvarchar,50
dbo,DPO12,61,GlbLocNumB,nvarchar,50
dbo,DPO12,62,CollectDT,nvarchar,20
dbo,DPO12,63,TransprtDT,datetime,
dbo,DPO12,64,TransprtRS,nvarchar,100
dbo,DPO12,65,TaxId12,nvarchar,50
dbo,DPO12,66,TaxId13,nvarchar,100
dbo,DPO13,1,DocEntry,int,
dbo,DPO13,2,LineNum,int,
dbo,DPO13,3,GroupNum,int,
dbo,DPO13,4,ExpnsCode,int,
dbo,DPO13,5,LineTotal,numeric,
dbo,DPO13,6,TotalFrgn,numeric,
dbo,DPO13,7,TotalSumSy,numeric,
dbo,DPO13,8,PaidToDate,numeric,
dbo,DPO13,9,PaidFC,numeric,
dbo,DPO13,10,PaidSys,numeric,
dbo,DPO13,11,ObjType,nvarchar,20
dbo,DPO13,12,LogInstanc,int,
dbo,DPO13,13,TaxStatus,char,1
dbo,DPO13,14,VatGroup,nvarchar,8
dbo,DPO13,15,VatPrcnt,numeric,
dbo,DPO13,16,VatSum,numeric,
dbo,DPO13,17,VatSumFrgn,numeric,
dbo,DPO13,18,VatSumSy,numeric,
dbo,DPO13,19,DedVatSum,numeric,
dbo,DPO13,20,DedVatSumF,numeric,
dbo,DPO13,21,DedVatSumS,numeric,
dbo,DPO13,22,IsAcquistn,char,1
dbo,DPO13,23,TaxCode,nvarchar,8
dbo,DPO13,24,TaxType,char,1
dbo,DPO13,25,VatApplied,numeric,
dbo,DPO13,26,VatAppldFC,numeric,
dbo,DPO13,27,VatAppldSC,numeric,
dbo,DPO13,28,EquVatPer,numeric,
dbo,DPO13,29,EquVatSum,numeric,
dbo,DPO13,30,EquVatSumF,numeric,
dbo,DPO13,31,EquVatSumS,numeric,
dbo,DPO13,32,lineVat,numeric,
dbo,DPO13,33,lineVatlF,numeric,
dbo,DPO13,34,lineVatS,numeric,
dbo,DPO13,35,WtLiable,char,1
dbo,DPO13,36,BaseMethod,char,1
dbo,DPO13,37,Stock,char,1
dbo,DPO13,38,LstPchPrce,char,1
dbo,DPO13,39,AnalysRpt,char,1
dbo,DPO13,40,BaseAbsEnt,int,
dbo,DPO13,41,BaseType,int,
dbo,DPO13,42,BaseRef,int,
dbo,DPO13,43,BaseLnNum,int,
dbo,DPO13,44,TrgType,int,
dbo,DPO13,45,TrgAbsEnt,int,
dbo,DPO13,46,BaseGroup,int,
dbo,DPO13,47,Status,char,1
dbo,DPO13,48,TrgGroup,int,
dbo,DPO13,49,VisOrder,int,
dbo,DPO13,50,DistrbMthd,char,1
dbo,DPO13,51,DistribExp,char,1
dbo,DPO13,52,FixCurr,nvarchar,3
dbo,DPO13,53,VatDscntPr,numeric,
dbo,DPO13,54,OcrCode,nvarchar,8
dbo,DPO13,55,OcrCode2,nvarchar,8
dbo,DPO13,56,OcrCode3,nvarchar,8
dbo,DPO13,57,OcrCode4,nvarchar,8
dbo,DPO13,58,OcrCode5,nvarchar,8
dbo,DPO13,59,Project,nvarchar,20
dbo,DPO14,1,DocEntry,int,
dbo,DPO14,2,LineNum,int,
dbo,DPO14,3,ChildNum,int,
dbo,DPO14,4,ItemCode,nvarchar,50
dbo,DPO14,5,WhsCode,nvarchar,8
dbo,DPO14,6,Quantity,numeric,
dbo,DPO14,7,TotalQty,numeric,
dbo,DPO14,8,OpenQty,numeric,
dbo,DPO14,9,ObjectType,nvarchar,20
dbo,DPO14,10,LogInstanc,int,
dbo,DPO14,11,BaseChildN,int,
dbo,DPO15,1,DocEntry,int,
dbo,DPO15,2,LineNum,int,
dbo,DPO15,3,ObjType,nvarchar,20
dbo,DPO15,4,LogInstanc,int,
dbo,DPO15,5,VatGroup,nvarchar,8
dbo,DPO15,6,StaCode,nvarchar,8
dbo,DPO15,7,StaType,int,
dbo,DPO15,8,StaIndex,int,
dbo,DPO15,9,BaseNet,numeric,
dbo,DPO15,10,BaseNetFc,numeric,
dbo,DPO15,11,BaseNetSc,numeric,
dbo,DPO15,12,VatSum,numeric,
dbo,DPO15,13,VatSumFc,numeric,
dbo,DPO15,14,VatSumSc,numeric,
dbo,DPO15,15,DctSum,numeric,
dbo,DPO15,16,DctSumFc,numeric,
dbo,DPO15,17,DctSumSc,numeric,
dbo,DPO15,18,EqSum,numeric,
dbo,DPO15,19,EqSumFc,numeric,
dbo,DPO15,20,EqSumSc,numeric,
dbo,DPO15,21,ApplNet,numeric,
dbo,DPO15,22,ApplNetFc,numeric,
dbo,DPO15,23,ApplNetSc,numeric,
dbo,DPO15,24,ApplVat,numeric,
dbo,DPO15,25,ApplVatFc,numeric,
dbo,DPO15,26,ApplVatSc,numeric,
dbo,DPO15,27,ApplDct,numeric,
dbo,DPO15,28,ApplDctFc,numeric,
dbo,DPO15,29,ApplDctSc,numeric,
dbo,DPO15,30,ApplEq,numeric,
dbo,DPO15,31,ApplEqFc,numeric,
dbo,DPO15,32,ApplEqSc,numeric,
dbo,DPO15,33,PaidNet,numeric,
dbo,DPO15,34,PaidNetFc,numeric,
dbo,DPO15,35,PaidNetSc,numeric,
dbo,DPO15,36,PaidVat,numeric,
dbo,DPO15,37,PaidVatFc,numeric,
dbo,DPO15,38,PaidVatSc,numeric,
dbo,DPO15,39,PaidDct,numeric,
dbo,DPO15,40,PaidDctFc,numeric,
dbo,DPO15,41,PaidDctSc,numeric,
dbo,DPO15,42,PaidEq,numeric,
dbo,DPO15,43,PaidEqFc,numeric,
dbo,DPO15,44,PaidEqSc,numeric,
dbo,DPO15,45,DpApplNet,numeric,
dbo,DPO15,46,DpApplNetF,numeric,
dbo,DPO15,47,DpApplNetS,numeric,
dbo,DPO15,48,DpApplVat,numeric,
dbo,DPO15,49,DpApplVatF,numeric,
dbo,DPO15,50,DpApplVatS,numeric,
dbo,DPO15,51,DpApplDct,numeric,
dbo,DPO15,52,DpApplDctF,numeric,
dbo,DPO15,53,DpApplDctS,numeric,
dbo,DPO15,54,DpApplEq,numeric,
dbo,DPO15,55,DpApplEqFc,numeric,
dbo,DPO15,56,DpApplEqSc,numeric,
dbo,DPO15,57,TaxCode,nvarchar,8
dbo,DPO15,58,LineType,char,1
dbo,DPO15,59,BaseGrs,numeric,
dbo,DPO15,60,BaseGrsFc,numeric,
dbo,DPO15,61,BaseGrsSc,numeric,
dbo,DPO15,62,ApplGrs,numeric,
dbo,DPO15,63,ApplGrsFc,numeric,
dbo,DPO15,64,ApplGrsSc,numeric,
dbo,DPO15,65,PaidGrs,numeric,
dbo,DPO15,66,PaidGrsFc,numeric,
dbo,DPO15,67,PaidGrsSc,numeric,
dbo,DPO15,68,DpApplGrs,numeric,
dbo,DPO15,69,DpApplGrsF,numeric,
dbo,DPO15,70,DpApplGrsS,numeric,
dbo,DPO16,1,AbsEntry,int,
dbo,DPO16,2,LineNum,int,
dbo,DPO16,3,SnBIndex,int,
dbo,DPO16,4,ItemCode,nvarchar,50
dbo,DPO16,5,WhsCode,nvarchar,8
dbo,DPO16,6,ObjId,int,
dbo,DPO16,7,ObjAbs,int,
dbo,DPO16,8,DrfWObjAbs,int,
dbo,DPO16,9,Quantity,numeric,
dbo,DPO16,10,SubLineNum,int,
dbo,DPO16,11,ObjType,nvarchar,20
dbo,DPO16,12,LogInstanc,int,
dbo,DPO17,1,DocEntry,int,
dbo,DPO17,2,LineNum,int,
dbo,DPO17,3,LogInstanc,int,
dbo,DPO17,4,ObjectType,nvarchar,20
dbo,DPO17,5,ImpDocType,char,1
dbo,DPO17,6,ImpDocNum,nvarchar,10
dbo,DPO17,7,DateOfReg,datetime,
dbo,DPO17,8,CustClrDat,datetime,
dbo,DPO17,9,ConcActNum,nvarchar,30
dbo,DPO17,10,AdditNum,nvarchar,30
dbo,DPO17,11,AddItmDV,numeric,
dbo,DPO17,12,tpVTransp,smallint,
dbo,DPO18,1,DocEntry,int,
dbo,DPO18,2,LineNum,int,
dbo,DPO18,3,LogInstanc,int,
dbo,DPO18,4,ObjectType,nvarchar,20
dbo,DPO18,5,ExpDocType,int,
dbo,DPO18,6,ExpDeclNum,int,
dbo,DPO18,7,ExpDeclDat,datetime,
dbo,DPO18,8,ExpNature,int,
dbo,DPO18,9,ExpRegNum,int,
dbo,DPO18,10,ExpRegDate,datetime,
dbo,DPO18,11,LadBillNum,nvarchar,19
dbo,DPO18,12,LadBillDat,datetime,
dbo,DPO18,13,MerchLeftD,datetime,
dbo,DPO18,14,LadBillTyp,int,
dbo,DPO19,1,DocEntry,int,
dbo,DPO19,2,BinAllocSe,int,
dbo,DPO19,3,LineNum,int,
dbo,DPO19,4,SubLineNum,int,
dbo,DPO19,5,SnBType,int,
dbo,DPO19,6,SnBMDAbs,int,
dbo,DPO19,7,BinAbs,int,
dbo,DPO19,8,Quantity,numeric,
dbo,DPO19,9,ItemCode,nvarchar,50
dbo,DPO19,10,WhsCode,nvarchar,8
dbo,DPO19,11,ObjType,nvarchar,20
dbo,DPO19,12,LogInstanc,int,
dbo,DPO19,13,AllowNeg,char,1
dbo,DPO19,14,BinActTyp,smallint,
dbo,DPO2,1,DocEntry,int,
dbo,DPO2,2,LineNum,int,
dbo,DPO2,3,GroupNum,int,
dbo,DPO2,4,ExpnsCode,int,
dbo,DPO2,5,LineTotal,numeric,
dbo,DPO2,6,TotalFrgn,numeric,
dbo,DPO2,7,TotalSumSy,numeric,
dbo,DPO2,8,PaidToDate,numeric,
dbo,DPO2,9,PaidFC,numeric,
dbo,DPO2,10,PaidSys,numeric,
dbo,DPO2,11,ObjType,nvarchar,20
dbo,DPO2,12,LogInstanc,int,
dbo,DPO2,13,TaxStatus,char,1
dbo,DPO2,14,VatGroup,nvarchar,8
dbo,DPO2,15,VatPrcnt,numeric,
dbo,DPO2,16,VatSum,numeric,
dbo,DPO2,17,VatSumFrgn,numeric,
dbo,DPO2,18,VatSumSy,numeric,
dbo,DPO2,19,DedVatSum,numeric,
dbo,DPO2,20,DedVatSumF,numeric,
dbo,DPO2,21,DedVatSumS,numeric,
dbo,DPO2,22,IsAcquistn,char,1
dbo,DPO2,23,TaxCode,nvarchar,8
dbo,DPO2,24,TaxType,char,1
dbo,DPO2,25,VatApplied,numeric,
dbo,DPO2,26,VatAppldFC,numeric,
dbo,DPO2,27,VatAppldSC,numeric,
dbo,DPO2,28,EquVatPer,numeric,
dbo,DPO2,29,EquVatSum,numeric,
dbo,DPO2,30,EquVatSumF,numeric,
dbo,DPO2,31,EquVatSumS,numeric,
dbo,DPO2,32,lineVat,numeric,
dbo,DPO2,33,lineVatlF,numeric,
dbo,DPO2,34,lineVatS,numeric,
dbo,DPO2,35,WtLiable,char,1
dbo,DPO2,36,BaseMethod,char,1
dbo,DPO2,37,Stock,char,1
dbo,DPO2,38,LstPchPrce,char,1
dbo,DPO2,39,AnalysRpt,char,1
dbo,DPO2,40,BaseGroup,int,
dbo,DPO2,41,Status,char,1
dbo,DPO2,42,TrgGroup,int,
dbo,DPO2,43,VisOrder,int,
dbo,DPO2,44,FixCurr,nvarchar,3
dbo,DPO2,45,VatDscntPr,numeric,
dbo,DPO2,46,OcrCode,nvarchar,8
dbo,DPO2,47,OcrCode2,nvarchar,8
dbo,DPO2,48,OcrCode3,nvarchar,8
dbo,DPO2,49,OcrCode4,nvarchar,8
dbo,DPO2,50,OcrCode5,nvarchar,8
dbo,DPO2,51,Project,nvarchar,20
dbo,DPO2,52,VatGrpSrc,char,1
dbo,DPO2,53,DrawnTotal,numeric,
dbo,DPO2,54,DrawnFC,numeric,
dbo,DPO2,55,DrawnSC,numeric,
dbo,DPO2,56,U_CTX_INKEY,nvarchar,200
dbo,DPO20,1,DocEntry,int,
dbo,DPO20,2,ExpnsCode,int,
dbo,DPO20,3,TotalLC,numeric,
dbo,DPO20,4,TotalFC,numeric,
dbo,DPO20,5,TotalSC,numeric,
dbo,DPO20,6,DistribM,char,1
dbo,DPO20,7,DrawnLC,numeric,
dbo,DPO20,8,DrawnFC,numeric,
dbo,DPO20,9,DrawnSC,numeric,
dbo,DPO20,10,LineNum,int,
dbo,DPO20,11,BaseAbsEnt,int,
dbo,DPO20,12,BaseType,int,
dbo,DPO20,13,BaseRef,int,
dbo,DPO20,14,BaseLnNum,int,
dbo,DPO20,15,LogInstanc,int,
dbo,DPO20,16,ObjectType,nvarchar,20
dbo,DPO20,17,FixCurr,nvarchar,3
dbo,DPO21,1,DocEntry,int,
dbo,DPO21,2,ObjectType,nvarchar,20
dbo,DPO21,3,LogInstanc,int,
dbo,DPO21,4,RefType,char,1
dbo,DPO21,5,LineNum,int,
dbo,DPO21,6,RefDocEntr,int,
dbo,DPO21,7,RefDocNum,int,
dbo,DPO21,8,RefObjType,nvarchar,20
dbo,DPO21,9,AccessKey,nvarchar,100
dbo,DPO21,10,IssueDate,datetime,
dbo,DPO21,11,IssuerCNPJ,nvarchar,100
dbo,DPO21,12,IssuerCode,nvarchar,10
dbo,DPO21,13,Model,nvarchar,6
dbo,DPO21,14,Series,nvarchar,3
dbo,DPO21,15,Number,int,
dbo,DPO21,16,RefAccKey,nvarchar,100
dbo,DPO21,17,RefAmount,numeric,
dbo,DPO21,18,SubSeries,nvarchar,3
dbo,DPO21,19,Remark,nvarchar,254
dbo,DPO22,1,DocEntry,int,
dbo,DPO22,2,LineNum,int,
dbo,DPO22,3,StdCostNum,int,
dbo,DPO22,4,Price,numeric,
dbo,DPO22,5,Total,numeric,
dbo,DPO22,6,ObjectType,nvarchar,20
dbo,DPO22,7,LogInstanc,int,
dbo,DPO23,1,DocEntry,int,
dbo,DPO23,2,LineNum,int,
dbo,DPO23,3,AssetCode,nvarchar,50
dbo,DPO23,4,Status,char,1
dbo,DPO23,5,Remarks,nvarchar,100
dbo,DPO23,6,Amount,numeric,
dbo,DPO23,7,AmountSC,numeric,
dbo,DPO23,8,SerialNo,nvarchar,30
dbo,DPO23,9,VisOrder,int,
dbo,DPO23,10,LogInstanc,int,
dbo,DPO23,11,ObjectType,nvarchar,20
dbo,DPO3,1,DocEntry,int,
dbo,DPO3,2,ExpnsCode,int,
dbo,DPO3,3,LineTotal,numeric,
dbo,DPO3,4,TotalFrgn,numeric,
dbo,DPO3,5,TotalSumSy,numeric,
dbo,DPO3,6,PaidToDate,numeric,
dbo,DPO3,7,PaidFC,numeric,
dbo,DPO3,8,PaidSys,numeric,
dbo,DPO3,9,Comments,nvarchar,100
dbo,DPO3,10,ObjType,nvarchar,20
dbo,DPO3,11,LogInstanc,int,
dbo,DPO3,12,DistrbMthd,char,1
dbo,DPO3,13,TaxStatus,char,1
dbo,DPO3,14,VatGroup,nvarchar,8
dbo,DPO3,15,VatPrcnt,numeric,
dbo,DPO3,16,VatSum,numeric,
dbo,DPO3,17,VatSumFrgn,numeric,
dbo,DPO3,18,VatSumSy,numeric,
dbo,DPO3,19,DedVatSum,numeric,
dbo,DPO3,20,DedVatSumF,numeric,
dbo,DPO3,21,DedVatSumS,numeric,
dbo,DPO3,22,IsAcquistn,char,1
dbo,DPO3,23,TaxCode,nvarchar,8
dbo,DPO3,24,TaxType,char,1
dbo,DPO3,25,WTLiable,char,1
dbo,DPO3,26,VatApplied,numeric,
dbo,DPO3,27,VatAppldFC,numeric,
dbo,DPO3,28,VatAppldSC,numeric,
dbo,DPO3,29,EquVatPer,numeric,
dbo,DPO3,30,EquVatSum,numeric,
dbo,DPO3,31,EquVatSumF,numeric,
dbo,DPO3,32,EquVatSumS,numeric,
dbo,DPO3,33,LineVat,numeric,
dbo,DPO3,34,LineVatF,numeric,
dbo,DPO3,35,LineVatS,numeric,
dbo,DPO3,36,BaseMethod,char,1
dbo,DPO3,37,Stock,char,1
dbo,DPO3,38,LstPchPrce,char,1
dbo,DPO3,39,AnalysRpt,char,1
dbo,DPO3,40,BaseAbsEnt,int,
dbo,DPO3,41,BaseType,int,
dbo,DPO3,42,BaseRef,int,
dbo,DPO3,43,BaseLnNum,int,
dbo,DPO3,44,LineNum,int,
dbo,DPO3,45,Status,char,1
dbo,DPO3,46,TrgType,int,
dbo,DPO3,47,TrgAbsEnt,int,
dbo,DPO3,48,StDstr,numeric,
dbo,DPO3,49,StDstrSC,numeric,
dbo,DPO3,50,StDstrFC,numeric,
dbo,DPO3,51,FixCurr,nvarchar,3
dbo,DPO3,52,VatDscntPr,numeric,
dbo,DPO3,53,OcrCode,nvarchar,8
dbo,DPO3,54,TaxDistMtd,char,1
dbo,DPO3,55,OcrCode2,nvarchar,8
dbo,DPO3,56,OcrCode3,nvarchar,8
dbo,DPO3,57,OcrCode4,nvarchar,8
dbo,DPO3,58,OcrCode5,nvarchar,8
dbo,DPO3,59,Project,nvarchar,20
dbo,DPO3,60,VatGrpSrc,char,1
dbo,DPO3,61,DrawnTotal,numeric,
dbo,DPO3,62,DrawnFC,numeric,
dbo,DPO3,63,DrawnSC,numeric,
dbo,DPO3,64,GrsAmount,numeric,
dbo,DPO3,65,GrsFC,numeric,
dbo,DPO3,66,GrsSC,numeric,
dbo,DPO3,67,BaseTotal,char,1
dbo,DPO3,68,U_CTX_SBT,nvarchar,100
dbo,DPO3,69,U_CTX_SBK,nvarchar,100
dbo,DPO3,70,U_CTX_SBR,nvarchar,100
dbo,DPO3,71,U_CTX_STTA,numeric,
dbo,DPO3,72,U_CTX_INKEY,nvarchar,200
dbo,DPO4,1,DocEntry,int,
dbo,DPO4,2,LineNum,int,
dbo,DPO4,3,GroupNum,int,
dbo,DPO4,4,ExpnsCode,int,
dbo,DPO4,5,RelateType,int,
dbo,DPO4,6,StcCode,nvarchar,8
dbo,DPO4,7,StaCode,nvarchar,8
dbo,DPO4,8,staType,int,
dbo,DPO4,9,TaxRate,numeric,
dbo,DPO4,10,TaxAcct,nvarchar,15
dbo,DPO4,11,TaxSum,numeric,
dbo,DPO4,12,TaxSumFrgn,numeric,
dbo,DPO4,13,TaxSumSys,numeric,
dbo,DPO4,14,BaseSum,numeric,
dbo,DPO4,15,BaseSumFrg,numeric,
dbo,DPO4,16,BaseSumSys,numeric,
dbo,DPO4,17,ObjectType,nvarchar,20
dbo,DPO4,18,LogInstanc,int,
dbo,DPO4,19,TaxStatus,char,1
dbo,DPO4,20,VatApplied,numeric,
dbo,DPO4,21,VatAppldFC,numeric,
dbo,DPO4,22,VatAppldSC,numeric,
dbo,DPO4,23,LineSeq,int,
dbo,DPO4,24,DeferrAcct,nvarchar,15
dbo,DPO4,25,BaseType,int,
dbo,DPO4,26,BaseAbs,int,
dbo,DPO4,27,BaseSeq,int,
dbo,DPO4,28,DeductTax,numeric,
dbo,DPO4,29,DdctTaxFrg,numeric,
dbo,DPO4,30,DdctTaxSys,numeric,
dbo,DPO4,31,BaseAppld,numeric,
dbo,DPO4,32,BaseApldFC,numeric,
dbo,DPO4,33,BaseApldSC,numeric,
dbo,DPO4,34,NonDdctPrc,numeric,
dbo,DPO4,35,NonDdctAct,nvarchar,15
dbo,DPO4,36,TaxInPrice,char,1
dbo,DPO4,37,Exempt,char,1
dbo,DPO4,38,TaxExpAct,nvarchar,15
dbo,DPO4,39,OnHoldTax,numeric,
dbo,DPO4,40,OnHoldTaxF,numeric,
dbo,DPO4,41,OnHoldTaxS,numeric,
dbo,DPO4,42,InGrossRev,char,1
dbo,DPO4,43,TaxSumOrg,numeric,
dbo,DPO4,44,TaxSumOrgF,numeric,
dbo,DPO4,45,TaxSumOrgS,numeric,
dbo,DPO4,46,OpenTax,numeric,
dbo,DPO4,47,OpenTaxFC,numeric,
dbo,DPO4,48,OpenTaxSC,numeric,
dbo,DPO4,49,Unencumbrd,char,1
dbo,DPO4,50,TaxOnRI,char,1
dbo,DPO5,1,AbsEntry,int,
dbo,DPO5,2,WTCode,nvarchar,4
dbo,DPO5,3,Rate,numeric,
dbo,DPO5,4,TaxbleAmnt,numeric,
dbo,DPO5,5,TxblAmntSC,numeric,
dbo,DPO5,6,TxblAmntFC,numeric,
dbo,DPO5,7,WTAmnt,numeric,
dbo,DPO5,8,WTAmntSC,numeric,
dbo,DPO5,9,WTAmntFC,numeric,
dbo,DPO5,10,ApplAmnt,numeric,
dbo,DPO5,11,ApplAmntSC,numeric,
dbo,DPO5,12,ApplAmntFC,numeric,
dbo,DPO5,13,Category,char,1
dbo,DPO5,14,Criteria,char,1
dbo,DPO5,15,Account,nvarchar,15
dbo,DPO5,16,Type,char,1
dbo,DPO5,17,RoundType,char,1
dbo,DPO5,18,BaseType,char,1
dbo,DPO5,19,BaseAbsEnt,int,
dbo,DPO5,20,BaseLine,int,
dbo,DPO5,21,BaseNum,int,
dbo,DPO5,22,LineNum,int,
dbo,DPO5,23,BaseRef,int,
dbo,DPO5,24,Status,char,1
dbo,DPO5,25,TrgType,int,
dbo,DPO5,26,TrgAbsEntr,int,
dbo,DPO5,27,LogInstanc,int,
dbo,DPO5,28,ObjType,nvarchar,20
dbo,DPO5,29,Doc1LineNo,int,
dbo,DPO5,30,WtLineType,char,1
dbo,DPO5,31,TxblCurr,nvarchar,3
dbo,DPO5,32,DtblCurr,nvarchar,3
dbo,DPO5,33,DtblRate,numeric,
dbo,DPO5,34,txblRate,numeric,
dbo,DPO5,35,DtblAmount,numeric,
dbo,DPO5,36,TdsAcc,nvarchar,15
dbo,DPO5,37,SurAcc,nvarchar,15
dbo,DPO5,38,CessAcc,nvarchar,15
dbo,DPO5,39,HscAcc,nvarchar,15
dbo,DPO5,40,TdsRate,numeric,
dbo,DPO5,41,SurRate,numeric,
dbo,DPO5,42,CessRate,numeric,
dbo,DPO5,43,HscRate,numeric,
dbo,DPO5,44,TdsBAmt,numeric,
dbo,DPO5,45,TdsBAmtSC,numeric,
dbo,DPO5,46,TdsBAmtFC,numeric,
dbo,DPO5,47,SurBAmt,numeric,
dbo,DPO5,48,SurBAmtSC,numeric,
dbo,DPO5,49,SurBAmtFC,numeric,
dbo,DPO5,50,CessBAmt,numeric,
dbo,DPO5,51,CessBAmtSC,numeric,
dbo,DPO5,52,CessBAmtFC,numeric,
dbo,DPO5,53,HscBAmt,numeric,
dbo,DPO5,54,HscBAmtSC,numeric,
dbo,DPO5,55,HscBAmtFC,numeric,
dbo,DPO5,56,TdsAmnt,numeric,
dbo,DPO5,57,TdsAmntSC,numeric,
dbo,DPO5,58,TdsAmntFC,numeric,
dbo,DPO5,59,SurAmnt,numeric,
dbo,DPO5,60,SurAmntSC,numeric,
dbo,DPO5,61,SurAmntFC,numeric,
dbo,DPO5,62,CessAmnt,numeric,
dbo,DPO5,63,CessAmntSC,numeric,
dbo,DPO5,64,CessAmntFC,numeric,
dbo,DPO5,65,HscAmnt,numeric,
dbo,DPO5,66,HscAmntSC,numeric,
dbo,DPO5,67,HscAmntFC,numeric,
dbo,DPO5,68,TdsAppl,numeric,
dbo,DPO5,69,TdsApplSC,numeric,
dbo,DPO5,70,TdsApplFC,numeric,
dbo,DPO5,71,SurAppl,numeric,
dbo,DPO5,72,SurApplSC,numeric,
dbo,DPO5,73,SurApplFC,numeric,
dbo,DPO5,74,CessAppl,numeric,
dbo,DPO5,75,CessApplSC,numeric,
dbo,DPO5,76,CessApplFC,numeric,
dbo,DPO5,77,HscAppl,numeric,
dbo,DPO5,78,HscApplSC,numeric,
dbo,DPO5,79,HscApplFC,numeric,
dbo,DPO5,80,BatchNum,int,
